School,Name,Position,Class,Height,Hometown,High School
Crown (MN),Lauren Dolton,OP,So.,,"Shoreview, MN",Mounds View
Crown (MN),Aryanna Puetz,MB,Sr.,,"Hinckley, MN",Hinckley-Finlayson
Crown (MN),Kamille Massey,OH/OP,Fr.,,"San Angelo, TX",Texas Leadership Charter Academy
Crown (MN),Skylar Ternes,DS,Fr.,,"Princeton, MN",North Dakota State University
Crown (MN),Sage  Johnston,DS,Jr.,,"Petersburg, AK",Petersburg
Crown (MN),Jocelynn Shockley,OH,Jr.,,"Menifee, CA",Murrieta Mesa
Crown (MN),Abbey Underdahl,DS,Jr.,,"Columbia Falls, MT",Columbia Falls
Crown (MN),Shaelyn McNeill,S,So.,,"Sterling, IL",Newman Central Catholic
Crown (MN),Kamber Brown,S,So.,,"Rexford, MT",Lincoln County
Crown (MN),Alyssa Heagney,OH/DS,Fr.,,"Fort Akinson, WI",Fort Akinson
Mount Aloysius,Emily Clossin,Middle Hitter,So.,,"Cresson, Pa.",Penn Cambria
Mount Aloysius,Sydney Lechner,Setter/Defensive Specialist,Jr.,,"Bellwood, PA",Bellwood-Antis
Mount Aloysius,Andrea Kiser,Outside Hitter/Defensive Specialist,Jr.,,"Altoona, PA",Altoona
Mount Aloysius,Abby Brink,Setter,So.,,"Shippensburg, Pa.",Shippensburg
Mount Aloysius,Abby Deane,Libero,Fr.,,"Fontana, Wis.",Elkhorn
Mount Aloysius,Kadence Della Valle,Defensive Specialist/Libero,So.,,"Carrolltown, Pa.",Cambria Heights
Mount Aloysius,Kylie Mihalov,Middle Hitter,Jr.,,"North Huntingdon, PA",Norwin
Mount Aloysius,Kylie Burger,Middle Hitter,Jr.,,"Portage, PA",Portage
Mount Aloysius,Maecy Tuskovich,Defensive Specialist/Libero,So.,,"Tyrone, Pa.",Tyrone
Mount Aloysius,Madison  Johnson,Outside Hitter,Jr.,,"Hopewell, PA",Northern Bedford County
Mount Aloysius,Dakota Woomer,Outside Hitter/Right Side,Jr.,,"Tyrone, Pa.",Bellwood-Antis
Mount Aloysius,Matie Rupp,Outside Hitter,Jr.,,"York, PA",West York
Mount Aloysius,Joelle DeLattre,Right Side,So.,,"Duncansville, Pa.",Hollidaysburg
Mount Aloysius,Madison Barr,Outside Hitter,Fr.,,"Pittsburgh, Pa.",Shaler
Mount Aloysius,Reghyn Wilson,Defensive Specialist,Fr.,,"Harrisburg, Pa.",Bishop McDevitt
Mount Aloysius,Kaylee Smith,Middle Hitter,So.,,"Altoona, Pa.",Altoona
Mount Aloysius,Emma  Colyer,Setter,Jr.,,"Orlando, FL",Olympia
Mount Aloysius,Emily Henry,Middle Hitter,Jr.,,"Carrolltown, PA",Cambria Heights
Mount Aloysius,Emily Girven,Right Side,So.,,"Laceyville, Pa.",Wyalusing Valley
Mount Aloysius,Molly Richards,Outside Hitter,So.,,"Naples, Fla.",Naples
Mount Aloysius,Mackenzie Barr,Middle Hitter,Fr.,,"Pittsburgh, Pa.",Shaler
Mount Aloysius,Brooke Horton,Outside Hitter/Defensive Specialist,Fr.,,"James Creek, Pa.",Tussey Mountain
Mount Aloysius,Maddie Myers,Setter,Fr.,,"Altoona, Pa.",Bishop Guilfoyle
Bethany Lutheran,Hailey Barker,RS,Sr.,,"Mankato, Minn.",Mankato Loyola
Bethany Lutheran,Maddy Huschka,DS,Jr.,,"Monticello, MN",Monticello
Bethany Lutheran,Ella Blazina,OH,So.,,"Minneapolis, Minn.",Minneapolis South
Bethany Lutheran,Maddie Meyer,OH/MB,So.,,"Shakopee, Minn.",Shakopee
Bethany Lutheran,Brenna Bakken,DS,Fr.,,"Hartland, MN",Alden-Conger
Bethany Lutheran,Paloma Garcia De Fuentes,S,Jr.,,"Valladolid, Spain",Agusius Valladolid
Bethany Lutheran,Lizzie Oothoudt,DS,Jr.,,"Guckeen, Minn.",Martin Luther
Bethany Lutheran,Claire Mikolich,S,Jr.,,"Andover, MN",Totino-Grace
Bethany Lutheran,Madisyn Retterath,DS,So.,,"Austin, MN",Austin
Bethany Lutheran,Maddie Diveley,S/OH,Jr.,,"Glendale, Arizona",Cactus
Bethany Lutheran,Riley Sammon,MB/RS,So.,,"Waterville, Minn.",Waterville-Elysian-Morristown
Bethany Lutheran,Callista Weber,DS,So.,,"Lakeville, Minn.",First Baptist
Bethany Lutheran,Esther Peeters,OH/DS,Jr.,,"Maasbree Limburg, The Netherlands",Het Bouwens
Bethany Lutheran,Maddi Wendland,DS,Jr.,,"Arco, MN",Russell Tyler Ruthton
Bethany Lutheran,Femke Peters,OH/RS,Fr.,,"Ven-Zelderheide, Netherlands",Elzendaal College Boxmeer
Bethany Lutheran,Lexiss Trygg,RS/OH,So.,,"Virginia, Minn.",Virginia
Bethany Lutheran,Kate Maag,MB/RS,Jr.,,"Stillwater, MN",St. Croix Lutheran
Bethany Lutheran,Katelynn  Tortorella,MB/RS,Fr.,,"Willmar, MN",New London-Spicer
North Central (MN),Jada  Lee,Defensive Specialist,Jr.,,"St. Paul, MN",Johnson Senior High School
North Central (MN),Lola Huhta,Outside Hitter,Fr.,,"Chisholm, MN",Chisholm High School
North Central (MN),Sydney Carlson,Outside Hitter,Fr.,,"Blaine, MN",Blaine Senior High School
North Central (MN),Taylor Soung,Setter,Fr.,,"Altoona, IA",Southeast Polk High School
North Central (MN),Maci Tripp,Defensive Specialist,So.,,"Waupaca, WI",Waupaca High School
North Central (MN),Aleia Zahner,Defensive Specialist,Fr.,,"Princeton, MN",Princeton High School
North Central (MN),Montanna Sykora,Outside Hitter,Fr.,,"Appleton, WI",Appleton West High School
North Central (MN),Elizabeth Troost,Middle Hitter,Fr.,,"Lakeville, MN",United Christian Academy
North Central (MN),Julia Swanson,Defensive Specialist,Fr.,,"Lakeville, MN",United Christian Academy
North Central (MN),Faith Swanson,Outside Hitter,Fr.,,"Argyle, MN",Stephen Argyle Central High School
North Central (MN),Lily McCarty,Setter,Fr.,,"Spearfish, SD",Belle Fourche High School
North Central (MN),Lexie Semrau,Middle Hitter,So.,,"Bloomington, MN",Kennedy High School
North Central (MN),Hailey Lerfald,Middle Hitter,Jr.,,"Wanamingo, MN",Kenyon-Wanamingo High School
North Central (MN),Cora Tippie,Middle Hitter,Fr.,,"Rhome, TX",Northwest High School
North Central (MN),Catherine Johnson,Middle Hitter,Fr.,,"San Ramon, CA",California High School
North Central (MN),Katie Martin,Defensive Specialist,Jr.,,"Champlin, MN",Champlin Park High School
North Central (MN),Grace  Brigson,Setter,Jr.,,"West Salem, WI",West Salem High School
Palm Beach Atl.,Mary Jones,Right Side,So.,,"Mason, Ohio",Cincinnati Hills Christian Aca.
Palm Beach Atl.,Steph Boyer,Libero/Defensive Specialist,Fr.,,"Waterloo, Iowa",Columbus Catholic HS
Palm Beach Atl.,Ally Schmidt,Outside Hitter,Fr.,,"Overland Park, Kan.",Blue Valley Southwest HS
Palm Beach Atl.,Jayna Bredenberg,Libero/Defensive Specialist,So.,,"Chanhassen, Minn.",Southwest Christian HS
Palm Beach Atl.,Jayden Otto,Setter,Gr.,,"Crystal Lake, Ill.",Prairie Ridge HS
Palm Beach Atl.,Anna Beth Stokes,Setter,So.,,"Auburn, Ga.",Dacula HS
Palm Beach Atl.,Alex McGeehan,Middle Hitter,Fr.,,"Blaine, Minn.",Totino Grace HS
Palm Beach Atl.,Mary Morgan Formby,Setter/Right Side,R-Jr.,,"Tuscaloosa, Ala.",Northridge HS
Palm Beach Atl.,Taylor Nelson,Outside Hitter,So.,,"Suwanee, Ga.",Lambert HS
Palm Beach Atl.,Cienna Oniwa,Libero,Jr.,,"Tulsa, Okla.",Jenks HS
Palm Beach Atl.,Lily Thomason,Outside Hitter,Gr.,,"Castle Pines, Colo.",Valor Christian
Palm Beach Atl.,Abbie Zylstra,Outside Hitter,So.,,"Hudsonville, Mich.",Unity Christian HS
Palm Beach Atl.,Kaileigh Ammons,Middle Hitter,Sr.,,"Warrenville, Ill.",Wheaton Warrenville South HS
Palm Beach Atl.,Harper Stokes,Middle Hitter,So.,,"Little Rock, Ark.",Little Rock Christian HS
Palm Beach Atl.,Payton Ahrenstorff,Libero/Defensive Specialist,Gr.,,"Spirit Lake, Iowa",Spirit Lake
Keystone,Adrianna Derrick,Outside Hitter,Jr.,,"Oklahoma City, Okla.",Putnam City
Keystone,Hailey Herneisey,Defensive Specialist,So.,,"Middletown, Pa.",Middletown Area
Keystone,Hannah Ely,Outside Hitter,Fr.,,"New Albany, Pa.",Wyalusing Valley
Keystone,Sofia Green,Outside Hitter,Fr.,,"Portland, Ore.",Mountainside
Keystone,Kaliyah Brown,Outside Hitter,Fr.,,"Maricopa, Ariz.",Sequoia Pathway Academy
Keystone,Christina Detrick,Outside Hitter,So.,,"Tunkhannock, Pa.",Tunkhannock Area
Keystone,Taylor Howard,Middle Blocker,Fr.,,"Lewisberry, Pa.",Red Land
Keystone,Cassidy  Fredo,Defensive Specialist,Jr.,,"Washington, N.J.",Warren Hills
Keystone,Tobi West,Setter,Fr.,,"Hoopeston, Ill.",Hoopeston Area
Keystone,Taylor Hallam,Middle Blocker,Fr.,,"Harrisburg, Pa.",Central Dauphin East
Keystone,Elise Burk,Opposite,Sr.,,"Paw Paw, Mich.",Paw Paw
Keystone,Devany Obin,Defensive Specialist,So.,,"Williamsburg, Va.",Bruton
Keystone,Kaylee Sargent,Defensive Specialist,So.,,"Tioga, Pa.",Williamson
Keystone,Brianna Aldridge,Setter/Opposite,So.,,"Lebanon, Pa.",Cedar Crest
Keystone,Rebecca Jackson,Outside Hitter,So.,,"Quakertown, Pa.",Salem Christian School
Keystone,Messana Haslock,Setter,Fr.,,"Park City, Utah",Park City
Keystone,Kameryn Cortinas,Opposite/Middle Blocker,Fr.,,"Los Banos, Calif.",Pacheco
Ill. Springfield,Emily Johnston,Libero/Defensive Specialist,So.,,"Breese, Ill.",Mater Dei
Ill. Springfield,Macarena Flores,Middle Blocker,Sr.,,"Santiago, Chile",Wenlock
Ill. Springfield,Bella Hodges,Defensive Specialist,Fr.,,"Colorado Springs, Colo,",The Classical Academy
Ill. Springfield,Audrey Naberhaus,Middle Blocker,So.,,"Brownsburg, Ind.",Brownsburg
Ill. Springfield,Jennifer Padron,Setter,Fr.,,"Saint Peters, Mo.",Francis Howell Central
Ill. Springfield,Maria Spengler,Outside Hitter,Gr.,,"Santa Cruz, Bolivia",Saint George School
Ill. Springfield,NeTania Livingston,Middle Blocker,Jr.,,"Katy, Tex.",Cypress Park
Ill. Springfield,Erica Sledge,Setter,So.,,"Matteson, Ill.",Marian Catholic
Ill. Springfield,Amanda McConnell,Libero/Defensive Specialist,Sr.,,"Louisville, Ky.",duPont Manual
Ill. Springfield,Marta Pérez-Tapia,Outside Hitter/Defensive Specialist,Gr.,,"Granada, Spain",Fray Luis
Ill. Springfield,Haley Allen,Libero/Defensive Specialist,Jr.,,"Beaver Dam, Wis.",Beaver Dam
Ill. Springfield,Carly Michels,Right-Side Hitter,Jr.,,"Teutopolis, Ill.",Teutopolis
Ill. Springfield,Ericka Snopko,Middle Blocker/Right-Side Hitter,Gr.,,"Scottsdale, Ariz.",Xavier College Preparatory
Ill. Springfield,Ozge Cakmak,Setter,Gr.,,"Istanbul, Turkey",Fen Bilirmleri
Ill. Springfield,Gabriella Ricci,Outside Hitter/Right-Side Hitter,Fr.,,"Overland Park, Kans.",St. Thomas Aquinas
Ill. Springfield,Kaitlyn Taylor,Setter,Fr.,,"Bloomington, Ill.",Bloomington
Ill. Springfield,Eirini Glynou,Outside Hitter,Jr.,,"Athens, Greece",Amos Alonzo Stagg
Newman,Natalie Trigo,L/DS,Jr.,,"Wichita, KS",Andover High School
Newman,Ashton George,L/DS,Jr.,,"Wichita, KS",Bishop Carroll High School
Newman,McKenna Rhodes,OH/RS,Jr.,,"Ozark, MO",Ozark High School
Newman,Mckinzie Weaver,S,Sr.,,"Lansing, KS",Lansing High School
Newman,Natalie Morales,L/DS,Sr.,,"Hatillo, Puerto Rico",Broken Arrow High School
Newman,Camdyn Kindred,OH,Jr.,,"Arlington, TX",Martin High School
Newman,Sydney Henning,S/DS,Fr.,,"Derby, KS",Derby High School
Newman,Olivia Parsley,OH,Sr.,,"Monument, CO",Palmer Ridge High School
Newman,Hannah Brisco,RS,Sr.,,"Wichita, KS",Eisenhower High School
Newman,Savannah Schwarz,L/DS,Fr.,,"Ponder, TX",Ponder High School
Newman,Lily Hilgenfeld,RS,So.,,"Whitewater, KS",Frederic Remington High School
Newman,Kaylyn Disbrow,DS/OH,Fr.,,"Garnett, KS",Anderson County High School
Newman,Natalie Meyer,MB,So.,,"Tempe, AZ",Corona del Sol High School
Newman,Avery Dempsey,S,So.,,"Osawatomie, KS",Osawatomie High School
Newman,Makenna Reinert,OH,Jr.,,"Thorton, CO",Mountain Range High School
Newman,Ozioma Ajekwu,MB,Jr.,,"Lawrence, KS",Lawrence High School
Cal St. Monterey Bay,Kaila Uota,Defesnive Specialist,Sr.,,"Salinas, Calif.",Salinas HS
Cal St. Monterey Bay,Jackie Wahl,Outside Hitter,Jr.,,"Palm Springs, Calif.",Palm Desert HS
Cal St. Monterey Bay,Kennedy Adams,Outside Hitter,Jr.,,"Temecula, Calif.",Temecula HS
Cal St. Monterey Bay,Jenna Kraft,Outside Hitter,Fr.,,"Rocklin, Calif.",Whitney HS
Cal St. Monterey Bay,Abby Witzansky,Opposite,Fr.,,"Torrance, Calif.",West Torrance HS
Cal St. Monterey Bay,Malia Peterson,Outside Hitter,Fr.,,"Redondo Beach, Calif.",Redondo Union HS
Cal St. Monterey Bay,Brenna Duggan,Outside Hitter,Fr.,,"Clayton, Calif.",Clayton Valley Charter HS
Cal St. Monterey Bay,Ashley Vanderpan,Setter,Sr.,,"Elk Grove, Calif.",Elk Grove HS
Cal St. Monterey Bay,Dani Smith,Libero/Defensive Specialist,So.,,"Cave Creek, Ariz.",Cactus Shadow HS
Cal St. Monterey Bay,Kaylie Honberger,Outside Hitter,Sr.,,"Rocklin, Calif.",Whitney HS
Cal St. Monterey Bay,Emily Child,Opposite,Fr.,,"El Dorado Hills, Calif.",Oak Ridge HS
Cal St. Monterey Bay,Savanna Maker,Opposite,Jr.,,"Salinas, Calif.",Salinas HS
Cal St. Monterey Bay,Hannah Jo Castillon,Setter/Outside Hitter,So.,,"Modesto, Calif.",Central Catholic HS
Cal St. Monterey Bay,Kea Veenendaal,Middle Blocker,Sr.,,"Boulder, Colo.",Fairview HS
Cal St. Monterey Bay,Rilee Read,Setter,So.,,"Las Vegas, Nev.",Palo Verde HS
Cal St. Monterey Bay,Mikayla Nolte,Middle Blocker,Jr.,,"Long Beach, Calif.",Wilson HS
Cal St. Monterey Bay,Malia Thorne,Middle Blocker,Fr.,,"Newport Beach, Calif.",Newport Harbor HS
Seton Hill,Abby Oesterling,S,Jr.,,"Shelocta, PA",West Shamokin
Seton Hill,Kate Eden,S/RS,Fr.,,"Fort Worth, TX",Acellus Academy
Seton Hill,Payton Rodberg,OH,So.,,"Duluth, MN",Proctor
Seton Hill,Elizabeth Kolkowski,MH,So.,,"East Liverpool, OH",Beaver Local
Seton Hill,Kaylee Mattera,OH,Fr.,,"Conneautville, PA",Conneaut Area
Seton Hill,Beth Cree,OH,Fr.,,"Carmichaels, PA",Carmichaels
Seton Hill,Kendyl  Wagner,DS,Fr.,,"Massillon, OH",Massillon
Seton Hill,Sophia Bigio,DS,Jr.,,"Weston, FL",Archbishop McCarthy
Seton Hill,Paige Cole,OH,Jr.,,"Louisville, OH",Louisville
Seton Hill,Kaitlyn Lipps,RS/MH,Sr.,,"Harmonsburg, PA",Villa Maria Academy
Seton Hill,Abby Santacroce,DS,So.,,"Coraopolis, PA",Moon Area
Seton Hill,Catie Flohr,MH,Fr.,,"Norton, OH",Norton
Seton Hill,Kiersten Schmidt,OH/DS,So.,,"South Setauket, NY",Ward Melville
Seton Hill,Mara Yahner,MH,Sr.,,"Nicktown, PA",Bishop Carroll
Seton Hill,Ella Deeter,S,Fr.,,"Pittsburgh, PA",North Allegheny
Seton Hill,Devyn Sokol,RS,Fr.,,"Cochranton, PA",Cochranton
Seton Hill,Maddie Stout,OH,Fr.,,"Vermilion, OH",Vermilion
Saint Vincent,Nicolena Yanosick,Defensive Specialist,Sr.,,"South Fayette, Pa.",South Fayette
Saint Vincent,Valeria Hurtado,Defensive Specialist,Fr.,,"Santa Cruz, Bolivia",St. Benedict's Prep
Saint Vincent,Kaelyn Staples,Outside Hitter,Jr.,,"Cuyahoga Falls, Ohio",Cuyahoga Falls
Saint Vincent,Jessica Hughes,Outside Hitter/Middle Blocker,Jr.,,"Struthers, Ohio",Struthers
Saint Vincent,Anna Grandas,Setter/Outside Hitter,Fr.,,"Somerset, Pa.",North Star
Saint Vincent,Luciana Polk,Outside Hitter,Sr.,,"Pittsburgh, Pa.",Mount Lebanon
Saint Vincent,Lauren Fox,Middle Hitter,So.,,"Hinckley, Ohio",Highland
Saint Vincent,Stacie Ramos,Defensive Specialist,Jr.,,"Chula Vista, Calif.",Olympian
Saint Vincent,Becca Korkosz,Outside Hitter,Fr.,,"Glenwood, Md.",Glenelg
Saint Vincent,Sani Jones,Setter,So.,,"Bridgeville, Pa.",Bishop Canevin
Saint Vincent,Madie Eagler,Setter,Fr.,,"Greencastle, Pa.",Greencastle-Antrim
Saint Vincent,Camryn Berdysz,Outside Hitter/Right Side,Fr.,,"Stow, Ohio",Cuyahoga Valley Christian
Saint Vincent,Mauricia Jones,Defensive Specialist/Outside Hitter,Fr.,,"Hagerstown, Md.",South Hagerstown
Saint Vincent,Rachel Wiesen,Defensive Specialist,Jr.,,"Hermitage, Pa.",Hickory
Saint Vincent,Emma Harclerode,Defensive Specialist,So.,,"Bedford, Pa.",Bedford
Saint Vincent,Alexis DiFuccia,Middle Hitter,Fr.,,"Erie, Pa.",Mercyhurst Prep
Saint Vincent,Lauren Turkovich,Defensive Specialist,Sr.,,"Jeannette, Pa.",Penn-Trafford
Saint Vincent,Julia Silva,Defensive Specialist,So.,,"Orlando, Fla.",Olympia
NVU-Lyndon,Gray Hoselton,Outside Hitter / Opposite Hitter,Fr.,,"Fargo, ND",Fargo South
NVU-Lyndon,Briona Graham,Setter,Fr.,,"Port Arthur, TX",Memorial
NVU-Lyndon,Caitlin Haggett,Outside Hitter / Opposite Hitter,Jr.,,"Saint Johnsbury, VT",Saint Johnsbury Academy
NVU-Lyndon,Kazandra Gonzalez,Setter / Defensive Specialist / Opposite Hitter,So.,,"Norwalk, CA",Norwalk
NVU-Lyndon,Audrey Tembreull,Defensive Specialist,So.,,"Vergennes, VT",Vergennes Union
NVU-Lyndon,Emily Anderson,Defensive Specialist / Libero,Jr.,,"Levittown, NY",Island Trees
NVU-Lyndon,Leilani Medina,Outside Hitter / Opposite Hitter / Defensive Specialist,Fr.,,"Laredo, TX",Lyndon B. Johnson
NVU-Lyndon,Charlotte Morris,Setter / Outside Hitter,Jr.,,"Middletown, DE",Appoquinimink
NVU-Lyndon,Kiara Mack,Middle Hitter,So.,,"Winooski, VT",Winooski HS
SUNY Morrisville,Kamryn Roher,DS,Jr.,,"Morrisville, N.Y.",Morrisville-Eaton
SUNY Morrisville,Kathryn Dolan,MH,Jr.,,"Quincy, Calif.",Quincy
SUNY Morrisville,Kayla Sheasby,Libero,So.,,"Hood River, Ore.",Hood River Valley
SUNY Morrisville,Emily Huppee,OH,Jr.,,"Liberty Hill, Tex.",Liberty Hill
SUNY Morrisville,Hannah Taylor,S / RS,Sr.,,"Goshen, N.Y.",Goshen Central
SUNY Morrisville,Keelin Baker,OH,So.,,"Vestal, N.Y.",Vestal
SUNY Morrisville,Autumn Dailey,MH,So.,,"Smyrna, N.Y.",Hamilton
SUNY Morrisville,Kayci Olson,RS,Jr.,,"Cortland, N.Y.",Cortland
SUNY Morrisville,Kory Matteson,MH / RS,Fr.,,"Canastota, N.Y.",Canastota
SUNY Morrisville,Samantha  Mehler,S / RS,So.,,"Cumming, Ga.",North Forsyth
Franciscan,Mary Jean Cadman,Outside Hitter,Sr.,,"Whitehall, Pa.",Allentown Central Catholic
Franciscan,Cassidy McCollum,Outside Hitter/Right Side,Fr.,,"Lancaster, Pa.",Penn Manor
Franciscan,Gracie Francis,Middle Hitter,So.,,"Bloomingdale, Ohio",Indian Creek
Franciscan,Elizabeth  Luebbers,Right Side,Jr.,,"Nisswa, Minn.",Bishop Machebeuf
Franciscan,Cora Mattson,Setter,Fr.,,"Indio, Calif.",Xavier College Preparatory
Franciscan,Rani Hebert,Middle Hitter,Gr.,,"Lafayette, La.",Teurlings Catholic
Franciscan,Katherine Robertson,Defensive Specialist/Libero,So.,,"Monroe, N.Y.",Monroe Woodbury
Franciscan,Anna  Reese,Right Side,Jr.,,"Medina, N.Y.",Homeschool
Franciscan,Madison Kozares,Right Side/ Middle Hitter,So.,,"Burgettstown, Pa.",Burgettstown Area
Franciscan,Sara Moore,Defensive Specialist/Libero,Jr.,,"Davis, Ill.",Durand
Franciscan,Mary Updike,Defensive Specialist,So.,,"Buffalo, N.Y.",Chesterton Academy of Buffalo
Franciscan,Natasha Rau,Defensive Specialist/Libero,So.,,"Dayton, Ohio",Centerville
Franciscan,Clare  Karr,Middle Hitter,Fr.,,"Kansas City, Mo.",Faith Christian Academy
Franciscan,Tessa  Miller,Middle Hitter,Fr.,,"Beaver, Pa.",Beaver Area
Franciscan,Mary Smart,Setter,Fr.,,"Beavercreek, Ohio",Carroll
Franciscan,Angela  Sweeney,Outside Hitter,Fr.,,"Erie, Mich.",Mason
Franciscan,Therese Heisler,Middle Hitter,Fr.,,"The Plains, Va.",Fauquier
Franciscan,Anne Cornell,Defensive Specialist,Fr.,,"Weston, Conn.",Sacred Heart Greenwich
Franciscan,Gabrielle Disselkamp,Outside Hitter,So.,,"Coxs Creek, Ky.",Bethlehem
Franciscan,Meghan Kissinger,Outside Hitter/Defensive Specialist,Fr.,,"Great Falls, Va.",Oakcrest School
Franciscan,Grace Wallace,Setter,Sr.,,"Reisterstown, Md.",Mount De Sales Academy
Franciscan,Brynn Jacobson,Outside Hitter,Jr.,,"Gretna, Neb.",Gretna
Franciscan,Annelise Davis,Right Side,So.,,"Lafayette, La.",St. Thomas More Catholic
Franciscan,Gianna Moore,Outside Hitter,Fr.,,"Wilmington, Del.",Aquinas Academy
William Smith,Marin Montagne,OH,SO,,"Bend, Ore.",Bend
William Smith,Holly Miles,OH/RS,SO,,"Maupin, Ore.",South Wasco County
William Smith,Paige Madison,DS/L,SO,,"Bowling Green, Ky.",Bowling Green
William Smith,Elaina Wamhoff,S,JR,,"LaMoille, Ill.",Saint Bede Academy
William Smith,Kenyce Johnson,DS/L,SO,,"Boca Raton, Fla.",West Boca Raton
William Smith,Jaylynn McCarthy,MB,SO,,"Las Vegas, Nev.",Liberty
William Smith,Emma Tucker,S,SO,,"Aurora, Colo.",Grandview
William Smith,Malya Sayre,OH,SO,,"Peotone, Ill.",Peotone
William Smith,Cydney Fernandez,DS/L,SO,,"Fontana, Calif.",Etiwanda
William Smith,Hope Von Dohlen,OH,SO,,"San Antonio, Texas",Claudia Taylor Johnson
William Smith,Maysie Malinaric,S/DS,FY,,"Orlando, Fla.",Dr. Phillips
William Smith,Maren Hunt,MB,FY,,"Jupiter, Fla.",Jupiter
William Smith,Lindsay Umlauf,MB,FY,,"Northfield, Ill.",New Trier
Montclair St.,Emily Ferri,Outside Hitter,Fr.,,"Tuxedo, NY",Albertus Magnus
Montclair St.,Skye Ramsey,Outside Hitter,Jr.,,"Erie, Co.",Erie
Montclair St.,Katie Rodman,Libero / Defensive Specialist,Jr.,,"Langhorne, PA",Council Rock South
Montclair St.,Gabby Konrad,Outside Hitter,Fr.,,"Norristown, PA",Villa Maria
Montclair St.,Shelley Eaton,Setter/Right Side,Jr.,,"Fort Lauderdale, FL",West Broward
Montclair St.,Addison Castles,Defensive Specialist,So.,,"Charleston, SC",Wando
Montclair St.,Emma Hatcher,Libero,So.,,"Land O' Lakes, Fla.",Land O' Lakes
Montclair St.,Kelly  Waterman,Setter,Jr.,,"Verona, NJ",Verona
Montclair St.,Leah Chipman,Setter,Jr.,,"Bristol, CT",Bristol Eastern
Montclair St.,Julia Vargo,Defensive Specialist,Jr.,,"Fogelsville, Pa.",Allentown Central Catholic
Montclair St.,Rachel Curran,Outside Hitter,Jr.,,"Boonton, NJ",Mountain Lakes
Montclair St.,Zoey Horn,Middle Blocker,Fr.,,"Atlanta, GA",Galloway School
Montclair St.,Emily Carcich,Setter,So.,,"Jefferson, NJ",Jefferson
Montclair St.,Lily Thomas,Middle Blocker,Fr.,,"Cherry Hill, NJ",Cherry Hill East
Montclair St.,Gianna Cefalu,Setter,Fr.,,"San Diego, CA",Academy of Our Lady of Peace
Montclair St.,Sophia Lopez,Middle Blocker,Fr.,,"Rockaway, NJ",Morris Hills
Montclair St.,Nadya Ackermanian,Right Side,Jr.,,"Weston, FL",Cypress Bay
Montclair St.,Mia Capriglione,Right Side,So.,,"Roxbury, NJ","Roxbury, NJ"
Montclair St.,Sofia DiProfio,Right Side,Fr.,,"Clark, NJ",Arthur L. Johnson
Lancaster Bible,Lea Sareyka,Outside Hitter,Fr.,,"Glen Mills, Pa.",The Christian Academy
Lancaster Bible,Hannah Jordan,Libero,Fr.,,"Lancaster, Pa.",Lititz Christian
Lancaster Bible,Faith Hammond,Outside/Right Side,Sr.,,"Jacksonville, Fla.",University Christian School
Lancaster Bible,Bethany Pettis,Defensive Specialist,Sr.,,"Millersville, Pa.",Penn Manor
Lancaster Bible,Madison Timberlake,Defensive Specialist,So.,,"Martinsburg, W.Va.",Faith Christian Academy
Lancaster Bible,Leah Helman,Libero,Jr.,,"Waynesboro, Pa.",Waynesboro
Lancaster Bible,Emma Shaeffer,Setter,Jr.,,"Fredericksburg, Va.",Fredericksburg Christian
Lancaster Bible,Jessica Fletcher,Outside Hitter,Fr.,,"Carlisle, Pa.",Carlisle
Lancaster Bible,Ashlynn Fisher,Libero/Middle Hitter,Fr.,,"Martinsburg, W.Va.",Homeschool
Lancaster Bible,Chloe King,Outside Hitter,Sr.,,"Cochranville, Pa.",Lancaster Mennonite
Lancaster Bible,Sheyenne King,Right Side,Jr.,,"Cochranville, Pa.",Lancaster Mennonite
Lancaster Bible,Eden Belford,Right Side,Fr.,,"Chesapeake, Va.",Atlantic Shores Christian
Lancaster Bible,Chloe Belford,Setter,Fr.,,"Chesapeake, Va.",Atlantic Shores Christian
Lancaster Bible,Ashley D'Andrea,Outside Hitter/Libero,Fr.,,"Frederick, Md.",Homeschool
Lancaster Bible,Madeline Reed,Setter,Fr.,,"Charlottesville, Va.",Homeschool
Lancaster Bible,Morgan Fenstermacher,Middle Hitter,Sr.,,"Palmyra, Pa.",Lower Dauphin
Lancaster Bible,Riley Dodrer,Middle Hitter,So.,,"New Oxford, Pa.",New Oxford
Lancaster Bible,Chloe Stenberg,Outside Hitter/Right Side,Fr.,,"Tampa, Fla.",Blako
